player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position
121483,22/23,ES1,LaLiga,13,Atlético de Madrid,28,28,,0,0,0,2,1,0,0,0,2494.0,20,12,Goalkeeper
121483,21/22,ES1,LaLiga,13,Atlético de Madrid,38,38,,0,0,0,0,2,0,0,0,3420.0,43,12,Goalkeeper
1216906,24/25,FR1,Ligue 1,1041,Olympique Lyon,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
12359,21/22,IT1,Serie A,607,Venezia FC,30,17,,0,0,1,0,1,0,0,0,1485.0,27,1,Goalkeeper
1237073,23/24,GB1,Premier League,405,Aston Villa,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
124080,24/25,L1,Bundesliga,269,Holstein Kiel,7,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
124419,25/26,ES1,LaLiga,368,Sevilla FC,2,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
124419,24/25,GB1,Premier League,762,Newcastle United,10,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
124419,23/24,GB1,Premier League,703,Nottingham Forest,19,5,,0,0,0,0,0,0,0,0,450.0,12,1,Goalkeeper
124884,25/26,GB1,Premier League,405,Aston Villa,3,2,,0,0,0,0,1,0,0,0,180.0,3,1,Goalkeeper
124884,24/25,FR1,Ligue 1,3911,Stade Brestois 29,32,32,,0,0,0,0,4,0,0,0,2880.0,54,10,Goalkeeper
124884,23/24,FR1,Ligue 1,3911,Stade Brestois 29,32,32,,0,0,0,0,3,0,0,0,2877.0,34,13,Goalkeeper
124884,22/23,FR1,Ligue 1,3911,Stade Brestois 29,37,37,,0,0,0,0,4,0,0,0,3330.0,54,8,Goalkeeper
124884,21/22,FR1,Ligue 1,3911,Stade Brestois 29,38,38,,0,0,0,0,1,0,0,0,3420.0,57,7,Goalkeeper
124901,25/26,FR1,Ligue 1,1158,FC Lorient,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
124901,22/23,FR1,Ligue 1,1147,AC Ajaccio,35,32,,0,0,0,1,1,0,0,0,2799.0,60,5,Goalkeeper
125350,21/22,FR1,Ligue 1,1095,ESTAC Troyes,19,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
125714,25/26,L1,Bundesliga,15,Bayer 04 Leverkusen,3,3,,0,0,0,0,0,0,0,0,270.0,6,0,Goalkeeper
125714,24/25,GB1,Premier League,1148,Brentford FC,37,37,,0,0,0,1,1,0,0,0,3276.0,55,8,Goalkeeper
125714,23/24,GB1,Premier League,1148,Brentford FC,37,37,,0,0,0,1,3,0,0,0,3285.0,63,7,Goalkeeper
125714,22/23,L1,Bundesliga,60,SC Freiburg,34,34,,0,0,0,0,0,0,0,0,3060.0,44,13,Goalkeeper
