player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position,value
102423,21/22,ES1,LaLiga,714,RCD Espanyol Barcelona,37,37,2.0,0,1,0,0,7,0,0,0,1665.0,0,0,Defender,4000000.0
102744,22/23,FR1,Ligue 1,995,FC Nantes,34,22,0.0,1,0,16,4,3,0,0,0,,0,0,Defender,1200000.0
102744,22/23,FR1,Ligue 1,995,FC Nantes,34,22,0.0,1,0,16,4,3,0,0,0,,0,0,Defender,1000000.0
102744,21/22,FR1,Ligue 1,995,FC Nantes,30,28,0.0,3,0,15,7,0,0,1,0,,0,0,Defender,1800000.0
102744,21/22,FR1,Ligue 1,995,FC Nantes,30,28,0.0,3,0,15,7,0,0,1,0,,0,0,Defender,2000000.0
102745,21/22,IT1,Serie A,1390,Cagliari Calcio,31,24,1.0,0,0,8,7,3,0,0,0,1446.0,0,0,Defender,1000000.0
102745,21/22,IT1,Serie A,1390,Cagliari Calcio,31,24,1.0,0,0,8,7,3,0,0,0,1446.0,0,0,Defender,1500000.0
102745,21/22,IT1,Serie A,1390,Cagliari Calcio,31,24,1.0,0,0,8,7,3,0,0,0,1446.0,0,0,Defender,800000.0
1029293,22/23,FR1,Ligue 1,667,RC Strasbourg Alsace,12,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,100000.0
1029293,22/23,FR1,Ligue 1,667,RC Strasbourg Alsace,12,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,100000.0
1029293,22/23,FR1,Ligue 1,667,RC Strasbourg Alsace,12,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,100000.0
1030144,22/23,FR1,Ligue 1,273,Stade Rennais FC,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,50000.0
1030144,22/23,FR1,Ligue 1,273,Stade Rennais FC,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,50000.0
1030153,24/25,FR1,Ligue 1,3911,Stade Brestois 29,5,2,1.0,0,0,0,2,0,0,0,0,123.0,0,0,Defender,800000.0
1030153,24/25,FR1,Ligue 1,3911,Stade Brestois 29,5,2,1.0,0,0,0,2,0,0,0,0,123.0,0,0,Defender,150000.0
1030153,24/25,FR1,Ligue 1,3911,Stade Brestois 29,5,2,1.0,0,0,0,2,0,0,0,0,123.0,0,0,Defender,300000.0
1032280,24/25,ES1,LaLiga,368,Sevilla FC,4,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,200000.0
